Date,price,mana per won,won price
2020-07-19,14900.0,48.0,715200.0
2020-07-20,16400.0,49.0,803600.0
2020-07-21,18950.0,50.0,947500.0000000001
2020-07-22,33250.0,57.0,1895250.0
2020-07-23,17799.333333333332,57.0,1014562.0
2020-07-25,19000.000000000004,55.0,1045000.0000000002
2020-07-26,23750.0,56.0,1330000.0
2020-07-27,24066.666666666668,53.0,1275533.3333333333
2020-07-28,27000.000000000004,49.0,1323000.0000000002
2020-07-29,20195.2,51.0,1029955.2
2020-07-30,15599.4,58.0,904765.2
2020-08-02,34574.0,56.0,1936144.0
2020-08-03,14900.0,53.0,789700.0
2020-08-05,90000.0,54.0,4860000.0
2020-08-06,16749.5,63.0,1055218.5
2020-08-08,10997.5,87.0,956782.5
2020-08-09,10444.0,121.0,1263724.0
2020-08-10,15723.0,118.0,1855314.0
2020-08-11,12124.75,120.0,1454970.0
2020-08-12,13733.333333333334,107.0,1469466.6666666667
2020-08-13,19624.75,116.0,2276471.0
2020-08-14,14610.0,109.0,1592490.0
2020-08-15,10012.375,112.0,1121386.0
2020-08-16,13497.5,115.0,1552212.5
2020-08-17,10266.333333333334,115.0,1180628.3333333333
2020-08-18,12666.666666666666,112.0,1418666.6666666667
2020-08-19,28166.5,105.0,2957482.5
2020-08-20,9500.000000000002,98.0,931000.0000000002
2020-08-21,10021.285714285714,107.0,1072277.5714285714
2020-08-22,22820.0,110.0,2510200.0
2020-08-23,21677.75,115.0,2492941.25
2020-08-24,20000.0,108.0,2160000.0
2020-08-25,11133.333333333334,108.0,1202400.0
2020-08-26,8683.333333333334,101.0,877016.6666666666
2020-08-27,12776.857142857143,103.0,1316016.2857142857
2020-08-28,8365.666666666666,111.0,928589.0
2020-08-29,13834.5,127.0,1756981.5
2020-08-30,9199.6,128.0,1177548.8
2020-08-31,15911.25,123.0,1957083.75
2020-09-01,20999.999999999996,117.0,2456999.9999999995
2020-09-03,9800.0,120.0,1176000.0
2020-09-04,14637.5,98.0,1434475.0
2020-09-05,9449.5,104.0,982748.0
2020-09-06,11474.5,94.0,1078603.0
2020-09-07,18999.0,93.0,1766907.0
2020-09-09,16919.0,88.0,1488872.0
2020-09-10,19578.333333333332,92.0,1801206.6666666667
2020-09-12,10499.666666666666,101.0,1060466.3333333333
2020-09-13,19083.333333333332,101.0,1927416.6666666667
2020-09-14,41999.99999999999,97.0,4073999.999999999
2020-09-15,11500.0,97.0,1115500.0
2020-09-16,10629.333333333334,93.0,988528.0
2020-09-17,10000.0,92.0,920000.0
2020-09-18,12516.666666666666,93.0,1164050.0
2020-09-19,14620.0,92.0,1345040.0
2020-09-20,16000.000000000002,94.0,1504000.0
2020-09-21,10888.888888888889,92.0,1001777.7777777778
2020-09-22,13597.333333333334,82.0,1114981.3333333333
2020-09-23,12896.57142857143,85.0,1096208.5714285714
2020-09-24,10269.5,80.0,821560.0
2020-09-25,9834.9,89.0,875306.1
2020-09-26,8000.0,90.0,720000.0
2020-09-27,8887.0,93.0,826491.0
2020-09-28,13260.0,93.0,1233180.0
2020-09-29,12250.0,93.0,1139250.0
2020-09-30,18250.0,103.0,1879750.0
2020-10-01,12625.0,97.0,1224625.0
2020-10-03,10600.0,87.0,922200.0
2020-10-04,9310.0,87.0,809970.0
2020-10-05,13266.4,87.0,1154176.8
2020-10-06,10421.42857142857,89.0,927507.1428571428
2020-10-07,12783.0,81.0,1035423.0
2020-10-08,15499.888888888889,82.0,1270990.888888889
2020-10-09,8000.0,86.0,688000.0
2020-10-10,7800.0,91.0,709800.0
2020-10-11,13700.0,91.0,1246700.0
2020-10-12,10533.0,89.0,937437.0
2020-10-13,12166.333333333334,90.0,1094970.0
2020-10-14,9090.0,88.0,799920.0
2020-10-15,13100.0,85.0,1113500.0
2020-10-16,12695.8,85.0,1079142.9999999998
2020-10-17,21000.0,80.0,1680000.0
2020-10-18,13316.666666666666,83.0,1105283.3333333333
2020-10-19,15499.999999999998,86.0,1333000.0
2020-10-21,11971.42857142857,81.0,969685.7142857143
2020-10-22,11991.666666666666,85.0,1019291.6666666666
2020-10-23,13433.333333333334,86.0,1155266.6666666667
2020-10-24,12138.57142857143,82.0,995362.8571428572
2020-10-25,12178.0,84.0,1022952.0
2020-10-26,11858.888888888889,84.0,996146.6666666666
2020-10-27,9000.0,82.0,738000.0
2020-10-29,11000.0,75.0,825000.0
2020-10-30,12000.0,77.0,924000.0
2020-10-31,9666.666666666666,73.0,705666.6666666666
2020-11-01,10000.0,75.0,750000.0
2020-11-02,12000.0,74.0,888000.0
2020-11-04,10499.999999999998,72.0,755999.9999999999
2020-11-05,14750.0,73.0,1076750.0
2020-11-06,42833.333333333336,83.0,3555166.6666666665
2020-11-07,19200.0,93.0,1785600.0
2020-11-08,7999.0,84.0,671916.0
2020-11-09,17228.428571428572,96.0,1653929.142857143
2020-11-11,14814.666666666666,97.0,1437022.6666666667
2020-11-12,9366.25,92.0,861695.0
2020-11-13,8279.6,92.0,761723.2
2020-11-14,10500.0,93.0,976500.0
2020-11-16,14580.0,87.0,1268460.0
2020-11-17,5500.0,90.0,495000.0
2020-11-18,13374.75,89.0,1190352.75
2020-11-19,12923.0,86.0,1111378.0
2020-11-20,13333.333333333334,86.0,1146666.6666666667
2020-11-21,7999.75,91.0,727977.25
2020-11-22,9300.0,96.0,892800.0
2020-11-23,10447.5,95.0,992512.5
2020-11-24,10999.5,99.0,1088950.5
2020-11-25,13462.5,101.0,1359712.5
2020-11-26,15700.0,99.0,1554300.0
2020-11-27,7700.0,88.0,677600.0
2020-11-28,8100.0,88.0,712800.0
2020-11-29,7878.5,91.0,716943.5
2020-11-30,7718.5,91.0,702383.5
2020-12-02,7000.0,95.0,665000.0
2020-12-03,9499.75,100.0,949975.0
2020-12-04,8082.5,98.0,792085.0
2020-12-05,8210.8,91.0,747182.8
2020-12-06,9498.375,98.0,930840.75
2020-12-07,8549.5,96.0,820752.0
2020-12-08,7500.0,95.0,712500.0
2020-12-09,9174.75,91.0,834902.25
2020-12-10,8928.285714285714,91.0,812474.0
2020-12-11,7000.0,89.0,623000.0
2020-12-12,10700.0,85.0,909500.0
2020-12-13,9064.448275862069,89.0,806735.8965517242
2020-12-14,10999.0,93.0,1022907.0
2020-12-15,15283.375,93.0,1421353.875
2020-12-17,14500.0,95.0,1377500.0
2020-12-18,12275.0,97.0,1190675.0
2020-12-19,11559.666666666666,99.0,1144407.0
2020-12-20,11666.333333333334,103.0,1201632.3333333333
2020-12-21,9380.76923076923,99.0,928696.1538461539
2020-12-22,12348.5,95.0,1173107.5
2020-12-23,14899.999999999998,96.0,1430399.9999999998
2020-12-24,8000.0,86.0,688000.0
2020-12-25,10850.0,91.0,987350.0
2020-12-26,9444.0,88.0,831072.0
2020-12-27,28496.0,87.0,2479152.0
2020-12-28,8200.0,89.0,729800.0
2020-12-30,9500.0,87.0,826500.0
2020-12-31,14333.333333333334,85.0,1218333.3333333333
2021-01-01,22000.0,86.0,1892000.0
2021-01-02,10000.0,91.0,910000.0
2021-01-03,15698.444444444445,86.0,1350066.2222222222
2021-01-04,10000.0,89.0,890000.0
2021-01-05,11074.75,85.0,941353.75
2021-01-06,14499.5,90.0,1304955.0
2021-01-07,20179.8,101.0,2038159.8
2021-01-08,17749.5,138.0,2449431.0
2021-01-09,9735.0,136.0,1323960.0
2021-01-10,9999.666666666666,127.0,1269957.6666666667
2021-01-11,11349.5,117.0,1327891.5
2021-01-12,11646.333333333334,103.0,1199572.3333333333
2021-01-13,14250.0,120.0,1710000.0
2021-01-14,13422.0,126.0,1691172.0
2021-01-16,10346.0,118.0,1220828.0
2021-01-17,11167.0,120.0,1340040.0
2021-01-18,15033.222222222223,126.0,1894186.0
2021-01-19,14225.0,131.0,1863475.0
2021-01-20,8802.25,136.0,1197106.0
2021-01-21,14644.363636363636,152.0,2225943.272727273
2021-01-22,14200.0,132.0,1874400.0
2021-01-23,8899.5,174.0,1548513.0
2021-01-24,9736.5,213.0,2073874.5
2021-01-25,14579.4,188.0,2740927.2
2021-01-26,10000.0,181.0,1810000.0
2021-01-27,12663.454545454546,185.0,2342739.090909091
2021-01-28,8333.333333333334,163.0,1358333.3333333333
2021-01-29,10382.333333333334,176.0,1827290.6666666667
2021-01-30,15298.8,172.0,2631393.6
2021-01-31,12149.5,174.0,2114013.0
2021-02-01,10399.4,172.0,1788696.8
2021-02-02,10219.6,173.0,1767990.8
2021-02-03,12100.0,187.0,2262700.0
2021-02-04,11259.777777777777,197.0,2218176.222222222
2021-02-05,12833.0,191.0,2451103.0
2021-02-06,11168.0,242.0,2702656.0
2021-02-07,10166.5,256.0,2602624.0
2021-02-08,10777.6,262.0,2823731.2
2021-02-09,9624.75,262.0,2521684.5
2021-02-10,9811.6,267.0,2619697.2
2021-02-11,12672.3,274.0,3472210.2
2021-02-12,13500.0,307.0,4144500.0
2021-02-13,13339.285714285714,335.0,4468660.714285715
2021-02-14,12152.714285714286,377.0,4581573.285714285
2021-02-15,8857.6,343.0,3038156.8
2021-02-16,36997.833333333336,329.0,12172287.166666666
2021-02-17,10481.142857142857,321.0,3364446.8571428573
2021-02-18,14388.0,330.0,4748040.0
2021-02-19,9964.142857142857,344.0,3427665.1428571427
2021-02-20,9626.333333333334,365.0,3513611.6666666665
2021-02-21,10683.6,336.0,3589689.6
2021-02-22,8973.25,350.0,3140637.5
2021-02-23,11426.42857142857,304.0,3473634.285714286
2021-02-24,11848.904761904761,258.0,3057017.4285714286
2021-02-25,9598.333333333334,278.0,2668336.6666666665
2021-02-26,12954.421052631578,290.0,3756782.1052631577
2021-02-27,8771.75,279.0,2447318.25
2021-02-28,11464.2,286.0,3278761.2
2021-03-01,11044.8,264.0,2915827.2
2021-03-02,11879.92,300.0,3563976.0
2021-03-03,10905.047619047618,315.0,3435090.0
2021-03-04,11210.5,391.0,4383305.5
2021-03-05,10421.9,476.0,4960824.4
2021-03-06,10483.444444444445,429.0,4497397.666666667
2021-03-07,14514.083333333334,407.0,5907231.916666667
2021-03-08,12562.923076923076,462.0,5804070.461538462
2021-03-09,11679.333333333334,558.0,6517068.0
2021-03-10,10037.333333333334,622.0,6243221.333333333
2021-03-11,8887.333333333334,543.0,4825822.0
2021-03-12,12390.5,592.0,7335176.0
2021-03-13,9449.333333333334,751.0,7096449.333333333
2021-03-14,8188.695652173913,1085.0,8884734.782608695
2021-03-15,6850.783783783784,1169.0,8008566.243243244
2021-03-16,7421.190476190476,1200.0,8905428.57142857
2021-03-17,8214.944444444445,1009.0,8288878.944444444
2021-03-18,9232.5,1207.0,11143627.5
2021-03-19,12178.263157894737,1108.0,13493515.578947369
2021-03-20,8169.916666666667,1088.0,8888869.333333334
2021-03-21,6838.777777777777,1022.0,6989230.888888889
2021-03-22,7049.058823529412,1107.0,7803308.117647059
2021-03-23,7071.888888888889,1047.0,7404267.666666667
2021-03-24,8220.285714285714,976.0,8022998.857142857
2021-03-25,8404.214285714286,967.0,8126875.214285715
2021-03-26,7987.0,920.0,7348040.0
2021-03-27,7289.642857142857,1008.0,7347960.0
2021-03-28,7958.625,1044.0,8308804.5
2021-03-29,8917.136363636364,1283.0,11440685.954545455
2021-03-30,8013.133333333333,1230.0,9856154.0
2021-03-31,8058.588235294118,1219.0,9823419.05882353
2021-04-01,8001.75,1147.0,9178007.25
2021-04-02,7874.933333333333,1143.0,9001048.8
2021-04-03,7832.875,1169.0,9156630.875
2021-04-04,9644.7,1064.0,10261960.8
2021-04-05,7150.625,1127.0,8058754.375
2021-04-06,7357.5625,1126.0,8284615.375
2021-04-07,10526.857142857143,1074.0,11305844.57142857
2021-04-08,9449.6,1044.0,9865382.4
2021-04-09,7050.8,1107.0,7805235.6
2021-04-10,11332.6,1162.0,13168481.2
2021-04-11,11199.75,1136.0,12722916.0
2021-04-12,6889.8,1214.0,8364217.2
2021-04-13,6532.571428571428,1278.0,8348626.285714285
2021-04-14,6091.0,1248.0,7601568.0
2021-04-15,5267.285714285715,1218.0,6415554.0
2021-04-16,5287.7692307692305,1380.0,7297121.538461538
2021-04-17,6337.125,1435.0,9093774.375
2021-04-18,6019.416666666667,1689.0,10166794.75
2021-04-19,11436.8,1516.0,17338188.8
2021-04-20,7486.625,1466.0,10975392.25
2021-04-21,5499.0,1553.0,8539947.0
2021-04-22,4461.75,1500.0,6692625.0
2021-04-23,5683.0,1408.0,8001664.0
2021-04-24,6669.2,1367.0,9116796.4
2021-04-25,4896.875,1234.0,6042743.75
2021-04-26,5852.1,1211.0,7086893.1
2021-04-27,6049.5,1368.0,8275716.0
2021-04-28,7307.545454545455,1449.0,10588633.363636363
